키워드순번,키워드명,등록일시
28833,demoday,2020-05-25
28834,히트싱크,2020-05-25
28835,고방열 소재,2020-05-25
28836,반도체,2020-05-25
28837,대류현상,2020-05-25
28838,Heat Sink,2020-05-25
28839,High performed material agains,2020-05-25
28840,semiconductor,2020-05-25
28841,Thermal Convection,2020-05-25
28842,트레이닝,2020-05-25
28843,디바이스,2020-05-25
28844,헬스케어,2020-05-25
28845,가상현실,2020-05-25
28846,콘텐츠,2020-05-25
28847,건강,2020-05-25
28848,피트니스,2020-05-25
28849,training,2020-05-25
28850,device,2020-05-25
28851,healthcare,2020-05-25
28852,virtual reality,2020-05-25
28853,contents,2020-05-25
28854,health,2020-05-25
28855,fitness,2020-05-25
28856,이차전지,2020-05-25
28857,전극단자,2020-05-25
28858,절연필름,2020-05-25
28859,표면처리,2020-05-25
28860,Ni도금,2020-05-25
28861,Secondary Battery,2020-05-25
28862,Lead Terminal,2020-05-25
28863,PP Film,2020-05-25
28864,Surface Treatment,2020-05-25
28865,Ni Plating,2020-05-25
28866,액셀러레이팅,2020-05-22
28867,세종,2020-05-22
28868,International Science,2020-05-22
28869,Business Belt,2020-05-22
28870,Accelerating,2020-05-22
28871,과학벨트,2020-05-22
28872,융복합,2020-05-22
28873,창업,2020-05-22
28874,창업부트캠프,2020-05-22
28875,창업보육,2020-05-22
28876,ICT,2020-05-22
28877,incubating,2020-05-22
28878,증강현실,2020-05-22
28879,산학 프로젝트,2020-05-22
28880,저작엔진,2020-05-22
28881,산업용 컨텐츠,2020-05-22
28882,Virtual Reality,2020-05-22
28883,Augmented Reality,2020-05-22
28884,Industry University Coopproject,2020-05-22
28885,Unity Unreal EonStudio,2020-05-22
28886,Industrial VRAR contents,2020-05-22
28887,가상현실,2020-05-22
28888,과학벨트 창업성장 지원사업,2020-05-22
28889,고려대학교 세종캠퍼스,2020-05-22
28890,세종 스마트시티,2020-05-22
28891,예비창업자 지원,2020-05-22
28892,창업교육,2020-05-22
28893,창업아이템 고객검증,2020-05-22
28894,Science belt startup growth support project,2020-05-22
28895,Korea University Sejong Campus,2020-05-22
28896,Sejong Smart City,2020-05-22
28897,Entrepreneurship Education,2020-05-22
28898,Entrepreneurial item customer verification,2020-05-22
28899,기술수요발굴,2020-05-22
28900,수요기술서,2020-05-22
28901,BM제작,2020-05-22
28902,기술상담회,2020-05-22
28903,수요공급매칭,2020-05-22
28904,후속지원연계,2020-05-22
28905,콜센터,2020-05-22
28906,웹사이트,2020-05-22
28907,Technology Request,2020-05-22
28908,Technology Demand,2020-05-22
28909,Business Model,2020-05-22
28910,Round table,2020-05-22
28911,Technology offer,2020-05-22
28912,과학벨트 기능지구,2020-05-22
28913,청주,2020-05-22
28914,비즈니스 커넥트 센터,2020-05-22
28915,액셀러레이팅,2020-05-22
28916,투자,2020-05-22
28917,보육,2020-05-22
28918,육성,2020-05-22
28919,해외,2020-05-22
28920,science belt,2020-05-22
28921,cheongju,2020-05-22
28922,biz connect center,2020-05-22
28923,accelerating,2020-05-22
28924,investment,2020-05-22
28925,care,2020-05-22
28926,promote,2020-05-22
28927,global,2020-05-22
28928,창업지원,2020-05-22
28929,과학벨트,2020-05-22
28930,거점지구,2020-05-22
28931,기능지구,2020-05-22
28932,창업생태계 구축,2020-05-22
28933,창업활성화,2020-05-22
28934,support for startups,2020-05-22
28935,function area,2020-05-22
28936,foundation ecosystem,2020-05-22
28937,startup vitalization,2020-05-22
28938,초음파 식기세척기,2020-05-22
28939,사물인터넷,2020-05-22
28940,다주파수,2020-05-22
28941,스마트폰 어플리케이션,2020-05-22
28942,원격 조종,2020-05-22
28943,모니터링,2020-05-22
28944,ultrasonic dishwasher,2020-05-22
28945,Internet of Things,2020-05-22
28946,multiple frequencies,2020-05-22
28947,Smartphone application,2020-05-22
28948,remote control,2020-05-22
28949,monitoring,2020-05-22
28950,피크 플랫폼,2020-05-22
28951,소셜벤처,2020-05-22
28952,창업보육,2020-05-22
28953,액셀러레이터,2020-05-22
28954,PEAK plus platform,2020-05-22
28955,social venture,2020-05-22
28956,Incubating,2020-05-22
28957,accelerator,2020-05-22
28958,창업고도화,2020-05-22
28959,후속연계지원,2020-05-22
28960,5 up전략,2020-05-22
28961,창업아이템 발굴,2020-05-22
28962,Hi Up 프로그램,2020-05-22
28963,멘토단,2020-05-22
28964,Growth of venturing,2020-05-22
28965,Business Incubation,2020-05-22
28966,5 UP statergy,2020-05-22
28967,Item Excavation,2020-05-22
28968,Hi Up Program,2020-05-22
28969,Mentor Group,2020-05-22
28970,재학생 창업,2020-05-22
28971,고용 창출,2020-05-22
28972,창업지원체계,2020-05-22
28973,창업 성장 지원,2020-05-22
28974,교육프로그램,2020-05-22
28975,엑셀러레이팅,2020-05-22
28976,창업기업 발굴,2020-05-22
28977,창업기업 홍보,2020-05-22
28978,Student startup,2020-05-22
28979,incruit increase,2020-05-22
28980,startup support system,2020-05-22
28981,startup growup support,2020-05-22
28982,education programm,2020-05-22
28983,accelerator,2020-05-22
28984,startup search,2020-05-22
28985,startup marketing,2020-05-22
28986,기화기,2020-05-22
28987,액체천연가스,2020-05-22
28988,고압용,2020-05-22
28989,Vaporizer,2020-05-22
28990,LNG,2020-05-22
28991,HIgh Pressure,2020-05-22
28992,공급,2020-05-22
28993,비즈니스모델,2020-05-22
28994,기술이전,2020-05-22
28995,기술사업화,2020-05-22
28996,기술이전설명회,2020-05-22
28997,전시회,2020-05-22
28998,수요,2020-05-22
28999,demand,2020-05-22
29000,technology transfer,2020-05-22
29001,business model,2020-05-22
29002,보건의료 빅데이터,2020-05-22
29003,산학연계,2020-05-22
29004,인력양성,2020-05-22
29005,기업 문제해결,2020-05-22
29006,일자리 연계,2020-05-22
29007,Healthcare Bigdata,2020-05-22
29008,Industry University cooperation,2020-05-22
29009,Human Resource Training,2020-05-22
29010,Corporate Troubleshooting,2020-05-22
29011,Job connection,2020-05-22
29012,창업,2020-05-22
29013,기술사업화,2020-05-22
29014,학생,2020-05-22
29015,펀딩,2020-05-22
29016,창업교육,2020-05-22
29017,아이템검증,2020-05-22
29018,startup,2020-05-22
29019,technology commercialization,2020-05-22
29020,student,2020-05-22
29021,FUNDING,2020-05-22
29022,startup education,2020-05-22
29023,items verification,2020-05-22
29024,분리이동전동침대,2020-05-21
29025,전동침대,2020-05-21
29026,시제품 제작,2020-05-21
29027,휠체어 침대,2020-05-21
29028,Separation transfer electric adjustable bed,2020-05-21
29029,electric adjustable bed,2020-05-21
29030,Prototype Production of mass production model,2020-05-21
29031,wheelchair bed,2020-05-21
29032,3차원 검사,2020-05-21
29033,반도체 패키지,2020-05-21
29034,자동광학검사기,2020-05-21
29035,3D Inspection,2020-05-21
29036,Semiconductor Package,2020-05-21
29037,AOI,2020-05-21
29038,측정 커넥터,2020-05-21
29039,증착공정,2020-05-21
29040,AR coating,2020-05-21
29041,Mirror coating,2020-05-21
29042,GaAs chip,2020-05-21
29043,광섬유 온도센서,2020-05-21
29044,전고체전지,2020-05-21
29045,고체전해질,2020-05-21
29046,전위창,2020-05-21
29047,테일러 반응,2020-05-21
29048,계면제어,2020-05-21
29049,양극복합화,2020-05-21
29050,All solid lithium batteries,2020-05-21
29051,All solid electrolyte,2020-05-21
29052,Potential window,2020-05-21
29053,Tailor reaction,2020-05-21
29054,Interface control,2020-05-21
29055,Cathode composite,2020-05-21
29056,제어계측기술,2020-05-21
29057,초전도기술,2020-05-21
29058,고주파 기술,2020-05-21
29059,의료용가속기,2020-05-21
29060,산업용가속기,2020-05-21
29061,superconductivity technology,2020-05-21
29062,RF technology,2020-05-21
29063,medical accelerator,2020-05-21
29064,린스타트업,2020-05-21
29065,고객검증,2020-05-21
29066,비즈니스모델,2020-05-21
29067,가설설계,2020-05-21
29068,충성고객,2020-05-21
29069,Product Market Fit,2020-05-21
29070,LEAN startup,2020-05-21
29071,business model,2020-05-21
29072,loyal customer,2020-05-21
29073,조명제어,2020-05-20
29074,원격제어,2020-05-20
29075,다목적 조명,2020-05-20
29076,GPIO,2020-05-20
29077,민수시장,2020-05-20
29078,신시장 개척,2020-05-20
29079,Lighting control,2020-05-20
29080,Remote control,2020-05-20
29081,Multipurpose lighting,2020-05-20
29082,GPIO,2020-05-20
29083,Private Market,2020-05-20
29084,New market development,2020-05-20
29085,인공지능 교육,2020-05-20
29086,로봇플랫폼,2020-05-20
29087,판로개척,2020-05-20
29088,AI Education,2020-05-20
29089,Robot Platform,2020-05-20
29090,Marketing,2020-05-20
29091,난독증,2020-05-19
29092,학습 모니터링,2020-05-19
29093,음소인식,2020-05-19
29094,단어읽기,2020-05-19
29095,단어쓰기,2020-05-19
29096,dyslexia,2020-05-19
29097,progress monitoring,2020-05-19
29098,phonemic awareness,2020-05-19
29099,decoding,2020-05-19
29100,encoding,2020-05-19
29101,첨단제조,2020-05-19
29102,연구개발,2020-05-19
29103,프로젝트,2020-05-19
29104,설계,2020-05-19
29105,가공,2020-05-19
29106,Advanced manufacturing,2020-05-19
29107,Research and development,2020-05-19
29108,Project,2020-05-19
29109,Design,2020-05-19
29110,Processing,2020-05-19
29111,비콘,2020-05-18
29112,스마트카드,2020-05-18
29113,블루투스,2020-05-18
29114,유연 반도체,2020-05-18
29115,Beacon,2020-05-18
29116,Smart card,2020-05-18
29117,Blue tooth,2020-05-18
29118,Flexible semiconductor,2020-05-18
29119,기업공개,2020-05-18
29120,사전절차,2020-05-18
29121,예비심사,2020-05-18
29122,기업가치평가,2020-05-18
29123,IPO,2020-05-18
29124,Advance procedure,2020-05-18
29125,Preliminary examination,2020-05-18
29126,Corporate Value Evaluation,2020-05-18
29127,연구개발특구,2020-05-18
29128,첨단기술기업,2020-05-18
29129,innopolis,2020-05-18
29130,High technology enterprise,2020-05-18
29131,무선충전기,2020-05-18
29132,애플워치,2020-05-18
29133,스마트폰,2020-05-18
29134,갤럭시워치,2020-05-18
29135,에어팟,2020-05-18
29136,무선충전,2020-05-18
29137,wireless charger,2020-05-18
29138,apple watch,2020-05-18
29139,smartphone,2020-05-18
29140,Galaxy watxh,2020-05-18
29141,airpods,2020-05-18
29142,wireless charging,2020-05-18
29143,스카라로봇,2020-05-18
29144,로봇자동화,2020-05-18
29145,SCARA Robot,2020-05-18
29146,Robot Automation,2020-05-18
29147,곤충,2020-05-15
29148,키토산,2020-05-15
29149,반려동물,2020-05-15
29150,덴탈껌,2020-05-15
29151,항균,2020-05-15
29152,친환경,2020-05-15
29153,insect,2020-05-15
29154,chitosan,2020-05-15
29155,pet,2020-05-15
29156,dental chew,2020-05-15
29157,antibacteriano,2020-05-15
29158,ecofreindly,2020-05-15
29159,IDCo,2020-05-15
29160,IT융합,2020-05-15
29161,헬스케어,2020-05-15
29162,건강관리,2020-05-15
29163,만성질환,2020-05-15
29164,복약관리,2020-05-15
29165,약박스,2020-05-15
29166,애플리케이션,2020-05-15
29167,혈당관리,2020-05-15
29168,IT Conversion,2020-05-15
29169,인터네셔널드론컴퍼니,2020-05-15
29170,드론,2020-05-15
29171,스마트방제서비스,2020-05-15
29172,방제,2020-05-15
29173,IDCo,2020-05-15
29174,International Drone Company,2020-05-15
29175,Drone,2020-05-15
29176,smart agriculture system,2020-05-15
29177,antipest,2020-05-15
29178,Healthcare,2020-05-15
29179,Blood Sugar,2020-05-15
29180,Application,2020-05-15
29181,Medicine Box,2020-05-15
29182,Chronic disease,2020-05-15
29183,Management,2020-05-15
29184,Medication Management,2020-05-15
29185,우주부품,2020-05-15
29186,영상처리,2020-05-15
29187,카메라 시스템,2020-05-15
29188,태양코로나그래프,2020-05-15
29189,우주산업,2020-05-15
29190,위성탑재체,2020-05-15
29191,천문관측,2020-05-15
29192,머신비전,2020-05-15
29193,Space Parts,2020-05-15
29194,Image Processing,2020-05-15
29195,Camera System,2020-05-15
29196,Coronagraph,2020-05-15
29197,Space Industry,2020-05-15
29198,Spacecraft Payload System,2020-05-15
29199,Astronomical Observation,2020-05-15
29200,Machine Vision,2020-05-15
29201,트램,2020-05-14
29202,레일매립궤도,2020-05-14
29203,다중레일자켓,2020-05-14
29204,Tram,2020-05-14
29205,Embedded Rail Track System,2020-05-14
29206,Double Rail Jacket,2020-05-14
29207,창업캠퍼스,2020-05-14
29208,창업아카데미,2020-05-14
29209,LIGHT 창업집중지원,2020-05-14
29210,Biz Doc,2020-05-14
29211,4S Plus,2020-05-14
29212,Start up Highway,2020-05-14
29213,개인 이동체,2020-05-13
29214,전조등,2020-05-13
29215,지능형,2020-05-13
29216,딥러닝,2020-05-13
29217,객체인식,2020-05-13
29218,조도측정,2020-05-13
29219,personal mobility,2020-05-13
29220,headlight,2020-05-13
29221,intelligent,2020-05-13
29222,Deep learning,2020-05-13
29223,Object recognition,2020-05-13
29224,Illuminance measurement,2020-05-13
29225,비접촉식,2020-05-13
29226,레이저 센서,2020-05-13
29227,변위,2020-05-13
29228,자동화,2020-05-13
29229,스마트팩토리,2020-05-13
29230,계측,2020-05-13
29231,정밀,2020-05-13
29232,모듈,2020-05-13
29233,noncontact,2020-05-13
29234,laser sensor,2020-05-13
29235,displacemenr,2020-05-13
29236,automation,2020-05-13
29237,smart factory,2020-05-13
29238,measurement,2020-05-13
29239,precise,2020-05-13
29240,module,2020-05-13
29241,Sales increase,2020-05-13
29242,Link Optics,2020-05-13
29243,루미니엘,2020-05-13
29244,판로개척,2020-05-13
29245,홍보영상,2020-05-13
29246,매출상승,2020-05-13
29247,링크옵틱스,2020-05-13
29248,Luminiel,2020-05-13
29249,Market development,2020-05-13
29250,promotional video,2020-05-13
29251,자기장,2020-05-12
29252,전자파,2020-05-12
29253,차폐,2020-05-12
29254,드론,2020-05-12
29255,알고리즘,2020-05-12
29256,drone,2020-05-12
29257,Magnetic field,2020-05-12
29258,Shielding,2020-05-12
29259,electromagnetic waves,2020-05-12
29260,비접촉식,2020-05-12
29261,생체정보,2020-05-12
29262,호흡,2020-05-12
29263,훈련기기,2020-05-12
29264,호흡측정,2020-05-12
29265,맥박,2020-05-12
29266,Contactless,2020-05-12
29267,Biometric information,2020-05-12
29268,Breath,2020-05-12
29269,Training equipment,2020-05-12
29270,Breath measurement,2020-05-12
29271,pulse,2020-05-12
29272,액셀러레이팅,2020-05-08
29273,창업,2020-05-08
29274,스타트업,2020-05-08
29275,투자,2020-05-08
29276,사업화,2020-05-08
29277,Accelerating,2020-05-08
29278,venture,2020-05-08
29279,startup,2020-05-08
29280,funding,2020-05-08
29281,business,2020-05-08
29282,연구소기업 설립,2020-05-08
29283,유망기술 발굴,2020-05-08
29284,수요기업 발굴,2020-05-08
29285,연구소기업 성장지원,2020-05-08
29286,일자리 창출,2020-05-08
29287,Establishment of research institute company,2020-05-08
29288,Exploring promising technologies,2020-05-08
29289,Discovering demand companies,2020-05-08
29290,Supporting the growth of research institutes,2020-05-08
29291,job creation,2020-05-08
29292,창업기획사,2020-05-08
29293,액셀러레이터,2020-05-08
29294,컨설팅,2020-05-08
29295,데모데이,2020-05-08
29296,패밀리데이,2020-05-08
29297,블루새틀라이트,2020-05-08
29298,창업캠프,2020-05-08
29299,Startup agency,2020-05-08
29300,Accelerator,2020-05-08
29301,consulting Foundation,2020-05-08
29302,Demo day,2020-05-08
29303,Familly day,2020-05-08
29304,Blue Satelite,2020-05-08
29305,Foundation camp,2020-05-08
29306,스타트업 발굴,2020-05-07
29307,Business Model 정립,2020-05-07
29308,IR 사업계획서 고도화,2020-05-07
29309,직접투자,2020-05-07
29310,창업,2020-05-07
29311,액셀러레이팅,2020-05-07
29312,연구소기업,2020-05-07
29313,사업화지원,2020-05-07
29314,Startup discovery,2020-05-07
29315,BM Mentoring,2020-05-07
29316,IR levelup,2020-05-07
29317,Investment,2020-05-07
29318,Founded,2020-05-07
29319,Accelerating,2020-05-07
29320,Research institute,2020-05-07
29321,Commercialization support,2020-05-07
29322,기술창업,2020-05-07
29323,연구소기업,2020-05-07
29324,일자리 창출,2020-05-07
29325,후속 성장지원,2020-05-07
29326,innopolis,2020-05-07
29327,부산연구개발특구,2020-05-06
29328,성과창출,2020-05-06
29329,확산촉진,2020-05-06
29330,innopolis,2020-05-06
29331,promotion,2020-05-06
29332,outcomes,2020-05-06
29333,연구소기업,2020-05-06
29334,신규아이템발굴,2020-05-06
29335,기술창업지원프로그램연계,2020-05-06
29336,INNOPOLIS Reserch based spin off company,2020-05-06
29337,excavation of new item,2020-05-06
29338,Technical start up support program linkage,2020-05-06
29339,투자,2020-04-29
29340,액셀러레이팅,2020-04-29
29341,보육,2020-04-29
29342,교육,2020-04-29
29343,investment,2020-04-29
29344,acceldrating,2020-04-29
29345,incubator,2020-04-29
29346,education,2020-04-29
29347,대덕특구,2020-04-28
29348,스타트업,2020-04-28
29349,소셜,2020-04-28
29350,과학,2020-04-28
29351,액셀러레이팅,2020-04-28
29352,Innopolis,2020-04-28
29353,Start up,2020-04-28
29354,social,2020-04-28
29355,Science,2020-04-28
29356,Accelerating,2020-04-28
29357,액셀러레이팅,2020-04-28
29358,투자,2020-04-28
29359,파트너쉽,2020-04-28
29360,네트워킹,2020-04-28
29361,데모데이,2020-04-28
29362,해외마케팅,2020-04-28
29363,Accelerating,2020-04-28
29364,Investment,2020-04-28
29365,Partnership,2020-04-28
29366,Networking,2020-04-28
29367,Global marketing,2020-04-28
29368,Demoday,2020-04-28
29369,연구소기업,2020-04-28
29370,실험실창업,2020-04-28
29371,기술창업,2020-04-28
29372,창업지원,2020-04-28
29373,기술이전,2020-04-28
29374,기술사업화,2020-04-28
29375,성과창출,2020-04-28
29376,확산촉진,2020-04-28
29377,High tech Research Companies,2020-04-28
29378,laboratory start up,2020-04-28
29379,Technology start up,2020-04-28
29380,Start up Support,2020-04-28
29381,technology transfer,2020-04-28
29382,technology transfer,2020-04-28
29383,Achievement creation,2020-04-28
29384,diffusion promotion,2020-04-28
29385,기술이전,2020-04-28
29386,기술사업화,2020-04-28
29387,연구소기업,2020-04-28
29388,수요기술,2020-04-28
29389,연구개발특구,2020-04-28
29390,성과창출,2020-04-28
29391,Technology Transfer,2020-04-28
29392,Technology Commercialization,2020-04-28
29393,Research institute,2020-04-28
29394,Needs Technology,2020-04-28
29395,Innopolis,2020-04-28
29396,Outcomes Creation,2020-04-28
29397,액셀러레이팅,2020-04-24
29398,사업 실증화,2020-04-24
29399,자금확보,2020-04-24
29400,투자유치,2020-04-24
29401,시장진입,2020-04-24
29402,코칭,2020-04-24
29403,ICT 융복합,2020-04-24
29404,ICT 부품소재,2020-04-24
29405,Accelerating,2020-04-24
29406,Business Validation,2020-04-24
29407,Secure Funds,2020-04-24
29408,Investment Promotion,2020-04-24
29409,Go to Market,2020-04-24
29410,Coatching,2020-04-24
29411,ICT Convergence,2020-04-24
29412,ICT Components and Materials,2020-04-24
29413,단합,2020-04-22
29414,공학 기술,2020-04-22
29415,융합,2020-04-22
29416,고도화된 보육 구축망,2020-04-22
29417,Together,2020-04-22
29418,Engineering,2020-04-22
29419,Convergence,2020-04-22
29420,Highest incubating Platform,2020-04-22
29421,창업,2020-04-21
29422,이노폴리스캠퍼스,2020-04-21
29423,innopolis,2020-04-21
29424,start up,2020-04-21
29425,사업화연계기술개발,2020-04-20
29426,Research and Business Development,2020-04-20
29427,액셀러레이팅,2020-04-20
29428,창업,2020-04-20
29429,스타트업,2020-04-20
29430,투자,2020-04-20
29431,사업화,2020-04-20
29432,accelerating,2020-04-20
29433,venture,2020-04-20
29434,startup,2020-04-20
29435,funding,2020-04-20
29436,business,2020-04-20
29437,비즈니스 커넥트,2020-04-16
29438,코디네이터,2020-04-16
29439,문제해결,2020-04-16
29440,협업채널,2020-04-16
29441,Daegu Innopolis,2020-04-16
29442,business connect,2020-04-16
29443,coordinator,2020-04-16
29444,problem sloving,2020-04-16
29445,collaboration channnel,2020-04-16
29446,대구특구,2020-04-16
29447,창업,2020-04-16
29448,연구원,2020-04-16
29449,소통,2020-04-16
29450,협력,2020-04-16
29451,코워킹스페이스,2020-04-16
29452,창업생태계 허브,2020-04-16
29453,예비창업자,2020-04-16
29454,연구소기업,2020-04-16
29455,I CUBE,2020-04-16
29456,foundation,2020-04-16
29457,founder,2020-04-16
29458,coorperation,2020-04-16
29459,coworking space,2020-04-16
29460,기술이,2020-04-14
29461,기술 매칭,2020-04-14
29462,공공기술사업화,2020-04-14
29463,technology transfer,2020-04-14
29464,technology maching,2020-04-14
29465,public technology commercialization,2020-04-14
29466,창업아이템 검증,2020-04-14
29467,공공기술 연계,2020-04-14
29468,연구소기업,2020-04-14
29469,크라우드 펀딩,2020-04-14
29470,Technology Matching,2020-04-14
29471,Invest Relation,2020-04-14
29472,전북연구개발특구,2020-04-10
29473,스타트업,2020-04-10
29474,액셀러레이팅,2020-04-10
29475,투자유치,2020-04-10
29476,연구소기업,2020-04-10
29477,크라우드펀딩,2020-04-10
29478,전북기업,2020-04-10
29479,데모데이,2020-04-10
29480,JeonbukInnopolis,2020-04-10
29481,startup,2020-04-10
29482,accelerating,2020-04-10
29483,demoday,2020-04-10
29484,invest,2020-04-10
29485,crowdfunding,2020-04-10
29486,Jeonbuk,2020-04-10
29487,연구소기업,2020-04-10
29488,우수기술 발굴,2020-04-10
29489,수요기업 발굴,2020-04-10
29490,기술이전,2020-04-10
29491,INNOPOLIS Research Institute Spin off Company,2020-04-10
29492,Navigation of Excellent Technology,2020-04-10
29493,Demand Company Excavation,2020-04-10
29494,Technology Transfer,2020-04-10
29495,Commercialization,2020-04-10
29496,Technology investment,2020-04-10
29497,Technology transfer,2020-04-10
29498,기술사업화,2020-04-10
29499,연구소기업,2020-04-10
29500,사업화컨설팅,2020-04-10
29501,비즈니스모델,2020-04-10
29502,사업타당성분석,2020-04-10
29503,사업화,2020-04-10
29504,기술출자,2020-04-10
29505,기술이전,2020-04-10
29506,Technology commercialization,2020-04-10
29507,Research institute,2020-04-10
29508,Commercialization consulting,2020-04-10
29509,Business model,2020-04-10
29510,Business Feasibility Analysis,2020-04-10
29511,기술,2020-04-09
29512,발굴,2020-04-09
29513,사업화,2020-04-09
29514,기술이전,2020-04-09
29515,bothways,2020-04-09
29516,bidirectional,2020-04-09
29517,technology,2020-04-09
29518,discover,2020-04-09
29519,commercialization,2020-04-09
29520,technology transfer,2020-04-09
29521,양방향,2020-04-09
29522,연구소기업,2020-04-09
29523,기획설립,2020-04-09
29524,투자유치,2020-04-09
29525,기획보고서,2020-04-09
29526,기술마케팅,2020-04-09
29527,육성사업연계,2020-04-09
29528,research institute enterprise,2020-04-09
29529,Planning and establishment,2020-04-09
29530,investment attraction,2020-04-09
29531,planning report,2020-04-09
29532,Technology marketing,2020-04-09
29533,Support Project Connection,2020-04-09
29534,아이템발굴검증,2020-04-09
29535,기술창업,2020-04-09
29536,창업교육,2020-04-09
29537,창업공간 연계,2020-04-09
29538,예비창업자,2020-04-09
29539,전담멘토,2020-04-09
29540,Techbiz,2020-04-09
29541,education,2020-04-09
29542,incubation,2020-04-09
29543,technology,2020-04-09
29544,consulting,2020-04-09
29545,연구소기업 발굴,2020-04-09
29546,연구소기업 설립,2020-04-09
29547,유망기술 발굴 및 매칭,2020-04-09
29548,육성사업 연계,2020-04-09
29549,Technology commercialization,2020-04-09
29550,특화 성장,2020-04-09
29551,혁신 네트워크,2020-04-09
29552,지역 특화기업 성장,2020-04-09
29553,지역 자유제안,2020-04-09
29554,강소연구개발특구,2020-04-09
29555,창원,2020-04-09
29556,Specialized growth,2020-04-09
29557,Innovation network,2020-04-09
29558,Regional specialized company growth,2020-04-09
29559,Regional Freedom Proposals,2020-04-09
29560,Innovation cluster Innopolis,2020-04-09
29561,Changwon,2020-04-09
29562,기술,2020-04-08
29563,수요,2020-04-08
29564,기술사업화,2020-04-08
29565,네트워크,2020-04-08
29566,Technology,2020-04-08
29567,Demand,2020-04-08
29568,Technology Commercialization,2020-04-08
29569,Network,2020-04-08
29570,이노폴리스캠퍼스사업단,2020-04-08
29571,기술창업,2020-04-08
29572,기술이전,2020-04-08
29573,4차산업,2020-04-08
29574,엔젤투자,2020-04-08
29575,투자연계,2020-04-08
29576,The fourth industrial revolution,2020-04-08
29577,수요기업,2020-04-08
29578,공급기술,2020-04-08
29579,기술이전,2020-04-08
29580,연구소기업,2020-04-08
29581,사업화기획,2020-04-08
29582,need of company,2020-04-08
29583,supply of technology,2020-04-08
29584,technology transfer,2020-04-08
29585,Research Institute Company,2020-04-08
29586,commercialization planning,2020-04-08
29587,연구소기업,2020-04-08
29588,연구개발특구진흥재단,2020-04-08
29589,기술마케팅,2020-04-08
29590,기술사업화,2020-04-08
29591,기술이전,2020-04-08
29592,INNOPOLIS Research Institute spinoff company,2020-04-08
29593,INNOPOLIS,2020-04-08
29594,technology marketing,2020-04-08
29595,technology commercialization,2020-04-08
29596,technology tranfer,2020-04-08
29597,광주특구,2020-04-08
29598,컨설팅,2020-04-08
29599,액셀러레이팅,2020-04-08
29600,투자유치,2020-04-08
29601,스타트업,2020-04-08
29602,연구소기업,2020-04-08
29603,데모데이,2020-04-08
29604,크라우드펀딩,2020-04-08
29605,GwangjuInnopolis,2020-04-08
29606,Investment,2020-04-08
29607,accelerating,2020-04-08
29608,demoday,2020-04-08
29609,startup,2020-04-08
29610,crowdfunding,2020-04-08
29611,IR,2020-04-08
29612,기술사업화,2020-04-08
29613,마케팅,2020-04-08
29614,비즈니스모델,2020-04-08
29615,기술이전,2020-04-08
29616,technology commercialization,2020-04-08
29617,marketing,2020-04-08
29618,Business model,2020-04-08
29619,technology transfer,2020-04-08
29620,네트워크,2020-04-08
29621,기술거래,2020-04-08
29622,TLO,2020-04-08
29623,network,2020-04-08
29624,연구소기업,2020-04-08
29625,애로해결,2020-04-08
29626,교육,2020-04-08
29627,Research Institute Spin_offs,2020-04-08
29628,Bottlenecks and Ways to Overcome,2020-04-08
29629,education,2020-04-08
29630,투자,2020-04-08
29631,기술이전,2020-04-08
29632,후속지원,2020-04-08
29633,창업,2020-04-08
29634,스타트업,2020-04-08
29635,비즈니스모델,2020-04-08
29636,액셀러레이팅,2020-04-08
29637,컨설팅,2020-04-08
29638,investment,2020-04-08
29639,technology transfer,2020-04-08
29640,follow up support,2020-04-08
29641,establishment,2020-04-08
29642,startup,2020-04-08
29643,business model,2020-04-08
29644,accelerating,2020-04-08
29645,consulting,2020-04-08
29646,액셀러레이팅,2020-04-08
29647,투자,2020-04-08
29648,크라우드펀딩,2020-04-08
29649,공개 데모데이,2020-04-08
29650,Accelerating,2020-04-08
29651,Investment,2020-04-08
29652,CrowdFunding,2020-04-08
29653,Demo Day,2020-04-08
29654,네트워크,2020-04-08
29655,혁신주체,2020-04-08
29656,기술이전,2020-04-08
29657,기술사업화,2020-04-08
29658,취업,2020-04-08
29659,창업,2020-04-08
29660,포럼,2020-04-08
29661,network,2020-04-08
29662,main agent,2020-04-08
29663,technology transfer,2020-04-08
29664,technology commercialization,2020-04-08
29665,employment,2020-04-08
29666,establish,2020-04-08
29667,투자,2020-04-08
29668,investment,2020-04-08
29669,forum,2020-04-08
29670,미래자동차,2020-04-08
29671,바이오헬스케어,2020-04-08
29672,소재,2020-04-08
29673,부품,2020-04-08
29674,장비,2020-04-08
29675,future car,2020-04-08
29676,bio health care,2020-04-08
29677,material,2020-04-08
29678,parts,2020-04-08
29679,equipment,2020-04-08
29680,기술이전,2020-04-08
29681,기술사업화,2020-04-08
29682,비즈니스모델,2020-04-08
29683,연구소기업,2020-04-08
29684,Technology Transfer,2020-04-08
29685,technology commercialization,2020-04-08
29686,business model,2020-04-08
29687,INNOPOLIS Research Institute Spin off Compan,2020-04-08
29688,아이템발굴 프로그램,2020-04-08
29689,아이템검증 프로그램,2020-04-08
29690,제조창업,2020-04-08
29691,기술창업,2020-04-08
29692,맞춤형 후속성장지원,2020-04-08
29693,Gwangju Startup Springboard,2020-04-08
